id,timestamp,city,aqi,pm25,pm10,o3,no2,co,so2,temperature,humidity,pressure,wind,hour,day,month,aqi_change_rate,created_at
2999,2026-03-16 16:00:00+00,karachi,84.1,27.86,91.04,77.68,0.11,120.79,0.37,0,0,0,0,16,0,3,1.1,2026-05-24 18:33:12.768729+00
3000,2026-03-16 17:00:00+00,karachi,86.1,28.8,93.57,77.31,0.1,120.81,0.38,0,0,0,0,17,0,3,2,2026-05-24 18:33:12.768729+00
3001,2026-03-16 18:00:00+00,karachi,89.3,30.32,97.95,76.86,0.1,121.27,0.39,0,0,0,0,18,0,3,3.2,2026-05-24 18:33:12.768729+00
3002,2026-03-16 19:00:00+00,karachi,92.6,31.9,102.28,76.28,0.1,121.69,0.4,0,0,0,0,19,0,3,3.3,2026-05-24 18:33:12.768729+00
3003,2026-03-16 20:00:00+00,karachi,94.9,32.96,104.61,75.66,0.1,121.53,0.41,0,0,0,0,20,0,3,2.3,2026-05-24 18:33:12.768729+00
3004,2026-03-16 21:00:00+00,karachi,95.4,33.22,103.77,75.12,0.1,120.99,0.41,0,0,0,0,21,0,3,0.5,2026-05-24 18:33:12.768729+00
3005,2026-03-16 22:00:00+00,karachi,94.2,32.66,100.95,75.63,0.1,119.83,0.41,0,0,0,0,22,0,3,-1.2,2026-05-24 18:33:12.768729+00
3006,2026-03-16 23:00:00+00,karachi,92.1,31.62,96.95,76.3,0.1,118.7,0.41,0,0,0,0,23,0,3,-2.1,2026-05-24 18:33:12.768729+00
3007,2026-03-17 00:00:00+00,karachi,89.6,30.46,92.73,76.59,0.1,117.81,0.41,0,0,0,0,0,1,3,-2.5,2026-05-24 18:33:12.768729+00
3008,2026-03-17 01:00:00+00,karachi,87.6,29.5,89.36,76.36,0.1,116.95,0.4,0,0,0,0,1,1,3,-2,2026-05-24 18:33:12.768729+00
3009,2026-03-17 02:00:00+00,karachi,86.2,28.84,86.41,75.87,0.1,116.6,0.39,0,0,0,0,2,1,3,-1.4,2026-05-24 18:33:12.768729+00
3010,2026-03-17 03:00:00+00,karachi,85.3,28.4,84.36,75.26,0.12,116.25,0.37,0,0,0,0,3,1,3,-0.9,2026-05-24 18:33:12.768729+00
3011,2026-03-17 04:00:00+00,karachi,84.7,28.13,83.05,74.62,0.11,116.06,0.35,0,0,0,0,4,1,3,-0.6,2026-05-24 18:33:12.768729+00
3012,2026-03-17 05:00:00+00,karachi,84.3,27.94,82.3,73.81,0.08,115.95,0.34,0,0,0,0,5,1,3,-0.4,2026-05-24 18:33:12.768729+00
3013,2026-03-17 06:00:00+00,karachi,84.2,27.88,82.23,72.75,0.07,115.63,0.32,0,0,0,0,6,1,3,-0.1,2026-05-24 18:33:12.768729+00
3014,2026-03-17 07:00:00+00,karachi,84.4,27.97,83.2,71.15,0.06,115.33,0.31,0,0,0,0,7,1,3,0.2,2026-05-24 18:33:12.768729+00
3015,2026-03-17 08:00:00+00,karachi,85.1,28.31,85.66,69.46,0.06,115,0.31,0,0,0,0,8,1,3,0.7,2026-05-24 18:33:12.768729+00
3016,2026-03-17 09:00:00+00,karachi,86.4,28.91,89.42,68.13,0.05,114.9,0.32,0,0,0,0,9,1,3,1.3,2026-05-24 18:33:12.768729+00
3017,2026-03-17 10:00:00+00,karachi,88.3,29.86,94.16,67.38,0.06,115.49,0.33,0,0,0,0,10,1,3,1.9,2026-05-24 18:33:12.768729+00
3018,2026-03-17 11:00:00+00,karachi,89.9,30.58,96.22,66.31,0.06,115.62,0.34,0,0,0,0,11,1,3,1.6,2026-05-24 18:33:12.768729+00
3019,2026-03-17 12:00:00+00,karachi,90.9,31.07,96.06,65.69,0.07,115.86,0.35,0,0,0,0,12,1,3,1,2026-05-24 18:33:12.768729+00
3020,2026-03-17 13:00:00+00,karachi,91.8,31.51,94.98,65.6,0.09,116.82,0.37,0,0,0,0,13,1,3,0.9,2026-05-24 18:33:12.768729+00
3021,2026-03-17 14:00:00+00,karachi,92.5,31.83,92.98,65.87,0.11,117.44,0.38,0,0,0,0,14,1,3,0.7,2026-05-24 18:33:12.768729+00
3022,2026-03-17 15:00:00+00,karachi,93,32.08,89.97,66.44,0.11,118.38,0.4,0,0,0,0,15,1,3,0.5,2026-05-24 18:33:12.768729+00
3023,2026-03-17 16:00:00+00,karachi,93.2,32.18,86.57,67.39,0.11,119.04,0.41,0,0,0,0,16,1,3,0.2,2026-05-24 18:33:12.768729+00
3024,2026-03-17 17:00:00+00,karachi,93.4,32.25,83.61,68.3,0.11,119.76,0.42,0,0,0,0,17,1,3,0.2,2026-05-24 18:33:12.768729+00
3025,2026-03-17 18:00:00+00,karachi,93.4,32.28,81.12,69.25,0.11,120.36,0.43,0,0,0,0,18,1,3,0,2026-05-24 18:33:12.768729+00
3026,2026-03-17 19:00:00+00,karachi,93.5,32.3,79.27,70.05,0.1,120.65,0.44,0,0,0,0,19,1,3,0.1,2026-05-24 18:33:12.768729+00
3027,2026-03-17 20:00:00+00,karachi,93.7,32.41,78.49,70.61,0.1,120.84,0.45,0,0,0,0,20,1,3,0.2,2026-05-24 18:33:12.768729+00
3028,2026-03-17 21:00:00+00,karachi,94.2,32.62,78.66,71.17,0.1,121.17,0.45,0,0,0,0,21,1,3,0.5,2026-05-24 18:33:12.768729+00
3029,2026-03-17 22:00:00+00,karachi,94.9,32.97,79.99,71.75,0.1,121.15,0.44,0,0,0,0,22,1,3,0.7,2026-05-24 18:33:12.768729+00
3030,2026-03-17 23:00:00+00,karachi,95.8,33.4,82.18,72.25,0.1,121.44,0.43,0,0,0,0,23,1,3,0.9,2026-05-24 18:33:12.768729+00
3031,2026-03-18 00:00:00+00,karachi,96.8,33.87,84.93,72.61,0.1,121.58,0.42,0,0,0,0,0,2,3,1,2026-05-24 18:33:12.768729+00
3032,2026-03-18 01:00:00+00,karachi,97.8,34.34,87.91,73.09,0.09,121.65,0.4,0,0,0,0,1,2,3,1,2026-05-24 18:33:12.768729+00
3033,2026-03-18 02:00:00+00,karachi,98.7,34.76,90.11,73.53,0.09,122.07,0.39,0,0,0,0,2,2,3,0.9,2026-05-24 18:33:12.768729+00
3034,2026-03-18 03:00:00+00,karachi,99.2,35.04,91.1,73.62,0.11,122.37,0.39,0,0,0,0,3,2,3,0.5,2026-05-24 18:33:12.768729+00
3035,2026-03-18 04:00:00+00,karachi,99.4,35.13,91.26,73.55,0.11,122.3,0.39,0,0,0,0,4,2,3,0.2,2026-05-24 18:33:12.768729+00
3036,2026-03-18 05:00:00+00,karachi,99.7,35.26,91.66,73.27,0.09,122.4,0.38,0,0,0,0,5,2,3,0.3,2026-05-24 18:33:12.768729+00
3037,2026-03-18 06:00:00+00,karachi,101.3,35.61,93.6,73.06,0.07,122.69,0.37,0,0,0,0,6,2,3,1.6,2026-05-24 18:33:12.768729+00
3038,2026-03-18 07:00:00+00,karachi,102.7,36.21,98.37,72.71,0.06,122.83,0.36,0,0,0,0,7,2,3,1.4,2026-05-24 18:33:12.768729+00
3039,2026-03-18 08:00:00+00,karachi,104.2,36.79,102.78,72.16,0.06,122.65,0.34,0,0,0,0,8,2,3,1.5,2026-05-24 18:33:12.768729+00
3040,2026-03-18 09:00:00+00,karachi,104.7,36.99,104.17,71.01,0.06,122.09,0.33,0,0,0,0,9,2,3,0.5,2026-05-24 18:33:12.768729+00
3041,2026-03-18 10:00:00+00,karachi,104.9,37.08,103.86,69.9,0.06,122.04,0.31,0,0,0,0,10,2,3,0.2,2026-05-24 18:33:12.768729+00
3042,2026-03-18 11:00:00+00,karachi,104.7,37,102.74,68.87,0.07,121.75,0.3,0,0,0,0,11,2,3,-0.2,2026-05-24 18:33:12.768729+00
3043,2026-03-18 12:00:00+00,karachi,104.5,36.93,101.69,68.03,0.08,121.58,0.29,0,0,0,0,12,2,3,-0.2,2026-05-24 18:33:12.768729+00
3044,2026-03-18 13:00:00+00,karachi,104.3,36.86,101.04,67.63,0.1,121.69,0.28,0,0,0,0,13,2,3,-0.2,2026-05-24 18:33:12.768729+00
3045,2026-03-18 14:00:00+00,karachi,103.9,36.67,100.07,67.15,0.11,121.71,0.27,0,0,0,0,14,2,3,-0.4,2026-05-24 18:33:12.768729+00
3046,2026-03-18 15:00:00+00,karachi,103.5,36.53,99.23,66.98,0.11,122.05,0.28,0,0,0,0,15,2,3,-0.4,2026-05-24 18:33:13.1125+00
3047,2026-03-18 16:00:00+00,karachi,103.3,36.45,99.21,67.18,0.11,122.37,0.28,0,0,0,0,16,2,3,-0.2,2026-05-24 18:33:13.1125+00
3048,2026-03-18 17:00:00+00,karachi,103.2,36.38,98.78,67.66,0.1,122.65,0.28,0,0,0,0,17,2,3,-0.1,2026-05-24 18:33:13.1125+00
3049,2026-03-18 18:00:00+00,karachi,102.9,36.27,97.33,68.02,0.1,122.73,0.28,0,0,0,0,18,2,3,-0.3,2026-05-24 18:33:13.1125+00
3050,2026-03-18 19:00:00+00,karachi,102.3,36.03,95.12,68.24,0.09,122.65,0.28,0,0,0,0,19,2,3,-0.6,2026-05-24 18:33:13.1125+00
3051,2026-03-18 20:00:00+00,karachi,101.7,35.77,92.69,68.45,0.09,122.81,0.28,0,0,0,0,20,2,3,-0.6,2026-05-24 18:33:13.1125+00
3052,2026-03-18 21:00:00+00,karachi,101.5,35.71,91.03,68.53,0.08,123.21,0.28,0,0,0,0,21,2,3,-0.2,2026-05-24 18:33:13.1125+00
3053,2026-03-18 22:00:00+00,karachi,101.9,35.87,90.63,68.72,0.08,123.38,0.28,0,0,0,0,22,2,3,0.4,2026-05-24 18:33:13.1125+00
3054,2026-03-18 23:00:00+00,karachi,103.1,36.36,92.55,69.27,0.07,123.56,0.27,0,0,0,0,23,2,3,1.2,2026-05-24 18:33:13.1125+00
3055,2026-03-19 00:00:00+00,karachi,104.6,36.95,95.97,71.3,0.07,124.09,0.24,0,0,0,0,0,3,3,1.5,2026-05-24 18:33:13.1125+00
3056,2026-03-19 01:00:00+00,karachi,104.9,37.08,96.06,74.2,0.06,125.02,0.24,0,0,0,0,1,3,3,0.3,2026-05-24 18:33:13.1125+00
3057,2026-03-19 02:00:00+00,karachi,104.3,36.85,91.97,76.01,0.07,126.13,0.24,0,0,0,0,2,3,3,-0.6,2026-05-24 18:33:13.1125+00
3058,2026-03-19 03:00:00+00,karachi,102,35.91,85.71,78.7,0.08,127.24,0.24,0,0,0,0,3,3,3,-2.3,2026-05-24 18:33:13.1125+00
3059,2026-03-19 04:00:00+00,karachi,96.3,33.65,75.88,81.9,0.1,127.25,0.28,0,0,0,0,4,3,3,-5.7,2026-05-24 18:33:13.1125+00
3060,2026-03-19 05:00:00+00,karachi,90.1,30.71,64.17,87.04,0.12,128.65,0.32,0,0,0,0,5,3,3,-6.2,2026-05-24 18:33:13.1125+00
3061,2026-03-19 06:00:00+00,karachi,82.9,27.28,51.66,92.21,0.17,131.45,0.42,0,0,0,0,6,3,3,-7.2,2026-05-24 18:33:13.1125+00
3062,2026-03-19 07:00:00+00,karachi,74,23.02,40.72,96.38,0.25,133.25,0.51,0,0,0,0,7,3,3,-8.9,2026-05-24 18:33:13.1125+00
3063,2026-03-19 08:00:00+00,karachi,69.4,20.87,35.82,96.84,0.33,133.33,0.6,0,0,0,0,8,3,3,-4.6,2026-05-24 18:33:13.1125+00
3064,2026-03-19 09:00:00+00,karachi,68.6,20.45,33.71,93.86,0.4,132.89,0.74,0,0,0,0,9,3,3,-0.8,2026-05-24 18:33:13.1125+00
3065,2026-03-19 10:00:00+00,karachi,67.4,19.88,30.72,90.99,0.41,132.67,0.82,0,0,0,0,10,3,3,-1.2,2026-05-24 18:33:13.1125+00
3066,2026-03-19 11:00:00+00,karachi,67.5,19.96,29.64,87.81,0.39,131.25,0.81,0,0,0,0,11,3,3,0.1,2026-05-24 18:33:13.1125+00
3067,2026-03-19 12:00:00+00,karachi,68.1,20.25,29.55,85.18,0.38,129.71,0.75,0,0,0,0,12,3,3,0.6,2026-05-24 18:33:13.1125+00
3068,2026-03-19 13:00:00+00,karachi,68.4,20.38,29.88,84.23,0.38,128.85,0.67,0,0,0,0,13,3,3,0.3,2026-05-24 18:33:13.1125+00
3069,2026-03-19 14:00:00+00,karachi,68.2,20.26,30.34,83.45,0.39,127.76,0.61,0,0,0,0,14,3,3,-0.2,2026-05-24 18:33:13.1125+00
3070,2026-03-19 15:00:00+00,karachi,69,20.68,32.16,81.43,0.35,126.37,0.55,0,0,0,0,15,3,3,0.8,2026-05-24 18:33:13.1125+00
3071,2026-03-19 16:00:00+00,karachi,71,21.63,35.3,79.39,0.3,125.43,0.5,0,0,0,0,16,3,3,2,2026-05-24 18:33:13.1125+00
3072,2026-03-19 17:00:00+00,karachi,72.5,22.3,37.5,78.83,0.27,125.3,0.45,0,0,0,0,17,3,3,1.5,2026-05-24 18:33:13.1125+00
3073,2026-03-19 18:00:00+00,karachi,72.7,22.44,38.18,78.99,0.25,125.43,0.4,0,0,0,0,18,3,3,0.2,2026-05-24 18:33:13.1125+00
3074,2026-03-19 19:00:00+00,karachi,71.8,22,37.54,79.38,0.22,125.3,0.35,0,0,0,0,19,3,3,-0.9,2026-05-24 18:33:13.1125+00
3075,2026-03-19 20:00:00+00,karachi,71.1,21.65,36.99,79.59,0.21,125.12,0.31,0,0,0,0,20,3,3,-0.7,2026-05-24 18:33:13.1125+00
3076,2026-03-19 21:00:00+00,karachi,70.4,21.31,36.38,79.73,0.19,124.92,0.28,0,0,0,0,21,3,3,-0.7,2026-05-24 18:33:13.1125+00
3077,2026-03-19 22:00:00+00,karachi,69.2,20.76,35.35,80.07,0.18,124.88,0.25,0,0,0,0,22,3,3,-1.2,2026-05-24 18:33:13.1125+00
3078,2026-03-19 23:00:00+00,karachi,67.9,20.13,34.2,80.29,0.16,124.6,0.23,0,0,0,0,23,3,3,-1.3,2026-05-24 18:33:13.1125+00
3079,2026-03-20 00:00:00+00,karachi,66.8,19.6,33.26,80.39,0.15,124.33,0.21,0,0,0,0,0,4,3,-1.1,2026-05-24 18:33:13.1125+00
3080,2026-03-20 01:00:00+00,karachi,65.7,19.08,32.34,80.52,0.14,124.03,0.19,0,0,0,0,1,4,3,-1.1,2026-05-24 18:33:13.1125+00
3081,2026-03-20 02:00:00+00,karachi,64.8,18.66,31.58,80.63,0.14,123.78,0.18,0,0,0,0,2,4,3,-0.9,2026-05-24 18:33:13.1125+00
3082,2026-03-20 03:00:00+00,karachi,64.2,18.36,31.05,80.94,0.16,123.86,0.17,0,0,0,0,3,4,3,-0.6,2026-05-24 18:33:13.1125+00
3083,2026-03-20 04:00:00+00,karachi,63.2,17.88,30.34,81.69,0.13,123.79,0.16,0,0,0,0,4,4,3,-1,2026-05-24 18:33:13.1125+00
3084,2026-03-20 05:00:00+00,karachi,62,17.35,29.55,82.69,0.1,123.72,0.14,0,0,0,0,5,4,3,-1.2,2026-05-24 18:33:13.1125+00
3085,2026-03-20 06:00:00+00,karachi,61.5,17.09,29.17,82.75,0.07,123.59,0.13,0,0,0,0,6,4,3,-0.5,2026-05-24 18:33:13.1125+00
3086,2026-03-20 07:00:00+00,karachi,60.9,16.81,28.77,81.61,0.06,123.13,0.12,0,0,0,0,7,4,3,-0.6,2026-05-24 18:33:13.1125+00
3087,2026-03-20 08:00:00+00,karachi,60.8,16.77,28.64,79.41,0.05,122.58,0.11,0,0,0,0,8,4,3,-0.1,2026-05-24 18:33:13.1125+00
3088,2026-03-20 09:00:00+00,karachi,61.1,16.9,28.69,77.24,0.05,122.14,0.11,0,0,0,0,9,4,3,0.3,2026-05-24 18:33:13.1125+00
3089,2026-03-20 10:00:00+00,karachi,61.7,17.17,29.09,75.35,0.05,121.98,0.1,0,0,0,0,10,4,3,0.6,2026-05-24 18:33:13.1125+00
3090,2026-03-20 11:00:00+00,karachi,62.2,17.44,29.68,73.33,0.05,121.77,0.1,0,0,0,0,11,4,3,0.5,2026-05-24 18:33:13.1125+00
3091,2026-03-20 12:00:00+00,karachi,62.6,17.61,30.21,72.16,0.06,121.64,0.09,0,0,0,0,12,4,3,0.4,2026-05-24 18:33:13.1125+00
3092,2026-03-20 13:00:00+00,karachi,62.6,17.63,30.6,72.06,0.07,121.99,0.09,0,0,0,0,13,4,3,0,2026-05-24 18:33:13.1125+00
3093,2026-03-20 14:00:00+00,karachi,62,17.32,30.45,71.7,0.08,122.05,0.09,0,0,0,0,14,4,3,-0.6,2026-05-24 18:33:13.1125+00
3094,2026-03-20 15:00:00+00,karachi,61,16.86,30.24,71.34,0.07,122.17,0.09,0,0,0,0,15,4,3,-1,2026-05-24 18:33:13.1125+00
3095,2026-03-20 16:00:00+00,karachi,60,16.4,30.11,71.01,0.07,122.02,0.1,0,0,0,0,16,4,3,-1,2026-05-24 18:33:13.1125+00
3096,2026-03-20 17:00:00+00,karachi,59.7,16.22,30.88,70.98,0.06,121.97,0.11,0,0,0,0,17,4,3,-0.3,2026-05-24 18:33:13.1125+00
3097,2026-03-20 18:00:00+00,karachi,60.4,16.55,33.1,71.1,0.06,121.72,0.12,0,0,0,0,18,4,3,0.7,2026-05-24 18:33:13.1125+00
3098,2026-03-20 19:00:00+00,karachi,62.7,17.65,37.1,70.99,0.06,121.39,0.14,0,0,0,0,19,4,3,2.3,2026-05-24 18:33:13.1125+00
3099,2026-03-20 20:00:00+00,karachi,66.2,19.34,42.57,70.39,0.06,121.25,0.15,0,0,0,0,20,4,3,3.5,2026-05-24 18:33:13.1125+00
3100,2026-03-20 21:00:00+00,karachi,70,21.13,48.2,69.59,0.06,120.85,0.16,0,0,0,0,21,4,3,3.8,2026-05-24 18:33:13.1125+00
3101,2026-03-20 22:00:00+00,karachi,73.8,22.92,54.39,68.63,0.06,120.15,0.17,0,0,0,0,22,4,3,3.8,2026-05-24 18:33:13.1125+00
3102,2026-03-20 23:00:00+00,karachi,77.2,24.57,60.59,67.57,0.06,119.06,0.17,0,0,0,0,23,4,3,3.4,2026-05-24 18:33:13.1125+00
3103,2026-03-21 00:00:00+00,karachi,79.8,25.81,65.73,66.74,0.06,117.74,0.17,0,0,0,0,0,5,3,2.6,2026-05-24 18:33:13.1125+00
3104,2026-03-21 01:00:00+00,karachi,81.7,26.71,69.7,66,0.06,116.57,0.17,0,0,0,0,1,5,3,1.9,2026-05-24 18:33:13.1125+00
3105,2026-03-21 02:00:00+00,karachi,82.9,27.26,72.33,65.21,0.06,115.31,0.16,0,0,0,0,2,5,3,1.2,2026-05-24 18:33:13.1125+00
3106,2026-03-21 03:00:00+00,karachi,83.6,27.59,74,64.52,0.08,114.09,0.16,0,0,0,0,3,5,3,0.7,2026-05-24 18:33:13.1125+00
3107,2026-03-21 04:00:00+00,karachi,83.7,27.67,74.87,64.09,0.07,112.83,0.15,0,0,0,0,4,5,3,0.1,2026-05-24 18:33:13.1125+00
3108,2026-03-21 05:00:00+00,karachi,83.8,27.72,75.46,64.07,0.06,111.99,0.14,0,0,0,0,5,5,3,0.1,2026-05-24 18:33:13.1125+00
3109,2026-03-21 06:00:00+00,karachi,84,27.8,75.96,63.68,0.05,111.39,0.14,0,0,0,0,6,5,3,0.2,2026-05-24 18:33:13.1125+00
3110,2026-03-21 07:00:00+00,karachi,84.1,27.82,76.33,63.05,0.05,110.95,0.13,0,0,0,0,7,5,3,0.1,2026-05-24 18:33:13.1125+00
3111,2026-03-21 08:00:00+00,karachi,84,27.79,76.65,62.46,0.05,110.26,0.12,0,0,0,0,8,5,3,-0.1,2026-05-24 18:33:13.1125+00
3112,2026-03-21 09:00:00+00,karachi,83.9,27.74,76.77,61.64,0.04,109.78,0.11,0,0,0,0,9,5,3,-0.1,2026-05-24 18:33:13.1125+00
3113,2026-03-21 10:00:00+00,karachi,83.8,27.72,76.92,61.02,0.05,109.37,0.11,0,0,0,0,10,5,3,-0.1,2026-05-24 18:33:13.1125+00
3114,2026-03-21 11:00:00+00,karachi,83.7,27.66,76.86,60.77,0.05,109.05,0.11,0,0,0,0,11,5,3,-0.1,2026-05-24 18:33:13.1125+00
3115,2026-03-21 12:00:00+00,karachi,83.6,27.6,76.97,60.82,0.06,108.65,0.11,0,0,0,0,12,5,3,-0.1,2026-05-24 18:33:13.1125+00
3116,2026-03-21 13:00:00+00,karachi,83.6,27.59,76.95,61.46,0.07,108.84,0.12,0,0,0,0,13,5,3,0,2026-05-24 18:33:13.1125+00
3117,2026-03-21 14:00:00+00,karachi,83.2,27.4,75.91,62.38,0.08,108.83,0.12,0,0,0,0,14,5,3,-0.4,2026-05-24 18:33:13.1125+00
3118,2026-03-21 15:00:00+00,karachi,82.4,27.05,73.93,62.94,0.08,108.94,0.13,0,0,0,0,15,5,3,-0.8,2026-05-24 18:33:13.1125+00
3119,2026-03-21 16:00:00+00,karachi,81.2,26.48,70.75,63.52,0.08,108.94,0.13,0,0,0,0,16,5,3,-1.2,2026-05-24 18:33:13.1125+00
3120,2026-03-21 17:00:00+00,karachi,79.9,25.85,67.36,64.27,0.07,109.05,0.13,0,0,0,0,17,5,3,-1.3,2026-05-24 18:33:13.1125+00
3121,2026-03-21 18:00:00+00,karachi,78.5,25.2,63.83,64.79,0.07,109.37,0.13,0,0,0,0,18,5,3,-1.4,2026-05-24 18:33:13.1125+00
3122,2026-03-21 19:00:00+00,karachi,77.2,24.57,60.44,64.95,0.06,109.52,0.13,0,0,0,0,19,5,3,-1.3,2026-05-24 18:33:13.1125+00
3123,2026-03-21 20:00:00+00,karachi,76.4,24.2,58.17,64.63,0.06,109.53,0.13,0,0,0,0,20,5,3,-0.8,2026-05-24 18:33:13.1125+00
3124,2026-03-21 21:00:00+00,karachi,75.8,23.91,56.51,64.24,0.06,109.63,0.13,0,0,0,0,21,5,3,-0.6,2026-05-24 18:33:13.1125+00
3125,2026-03-21 22:00:00+00,karachi,75.3,23.66,55.13,64.03,0.06,109.65,0.13,0,0,0,0,22,5,3,-0.5,2026-05-24 18:33:13.1125+00
3126,2026-03-21 23:00:00+00,karachi,74.9,23.48,54.14,63.7,0.06,109.62,0.12,0,0,0,0,23,5,3,-0.4,2026-05-24 18:33:13.1125+00
3127,2026-03-22 00:00:00+00,karachi,74.6,23.34,53.58,63.65,0.06,109.51,0.11,0,0,0,0,0,6,3,-0.3,2026-05-24 18:33:13.1125+00
3128,2026-03-22 01:00:00+00,karachi,74.4,23.23,53.2,63.81,0.06,109.36,0.11,0,0,0,0,1,6,3,-0.2,2026-05-24 18:33:13.1125+00
3129,2026-03-22 02:00:00+00,karachi,74,23.04,52.4,64,0.06,109.58,0.1,0,0,0,0,2,6,3,-0.4,2026-05-24 18:33:13.1125+00
3130,2026-03-22 03:00:00+00,karachi,73.4,22.73,51.02,64.4,0.07,109.72,0.1,0,0,0,0,3,6,3,-0.6,2026-05-24 18:33:13.1125+00
3131,2026-03-22 04:00:00+00,karachi,72.5,22.32,49.3,64.46,0.06,109.63,0.1,0,0,0,0,4,6,3,-0.9,2026-05-24 18:33:13.1125+00
3132,2026-03-22 05:00:00+00,karachi,71.9,22.02,47.97,64.28,0.05,109.72,0.09,0,0,0,0,5,6,3,-0.6,2026-05-24 18:33:13.1125+00
3133,2026-03-22 06:00:00+00,karachi,71.3,21.75,46.77,63.68,0.04,109.64,0.09,0,0,0,0,6,6,3,-0.6,2026-05-24 18:33:13.1125+00
3134,2026-03-22 07:00:00+00,karachi,70.8,21.5,45.8,62.49,0.03,109.43,0.08,0,0,0,0,7,6,3,-0.5,2026-05-24 18:33:13.1125+00
3135,2026-03-22 08:00:00+00,karachi,70.2,21.23,44.88,61.4,0.03,109.08,0.08,0,0,0,0,8,6,3,-0.6,2026-05-24 18:33:13.1125+00
3136,2026-03-22 09:00:00+00,karachi,69.5,20.92,44.05,60.29,0.03,108.55,0.07,0,0,0,0,9,6,3,-0.7,2026-05-24 18:33:13.1125+00
3137,2026-03-22 10:00:00+00,karachi,69,20.65,43.37,59.64,0.03,108.15,0.07,0,0,0,0,10,6,3,-0.5,2026-05-24 18:33:13.1125+00
3138,2026-03-22 11:00:00+00,karachi,68.3,20.34,42.69,59.58,0.04,107.77,0.07,0,0,0,0,11,6,3,-0.7,2026-05-24 18:33:13.1125+00
3139,2026-03-22 12:00:00+00,karachi,67.8,20.08,42.19,60.06,0.04,107.41,0.07,0,0,0,0,12,6,3,-0.5,2026-05-24 18:33:13.1125+00
3140,2026-03-22 13:00:00+00,karachi,67.5,19.93,41.84,60.88,0.05,107.52,0.07,0,0,0,0,13,6,3,-0.3,2026-05-24 18:33:13.1125+00
3141,2026-03-22 14:00:00+00,karachi,67.3,19.85,41.51,61.1,0.07,107.34,0.07,0,0,0,0,14,6,3,-0.2,2026-05-24 18:33:13.1125+00
3142,2026-03-22 15:00:00+00,karachi,67.2,19.8,41.13,61.3,0.07,107.37,0.08,0,0,0,0,15,6,3,-0.1,2026-05-24 18:33:13.1125+00
3143,2026-03-22 16:00:00+00,karachi,67,19.73,40.64,61.31,0.07,107.19,0.08,0,0,0,0,16,6,3,-0.2,2026-05-24 18:33:13.1125+00
3144,2026-03-22 17:00:00+00,karachi,66.9,19.65,39.99,61.48,0.07,107.1,0.08,0,0,0,0,17,6,3,-0.1,2026-05-24 18:33:13.1125+00
3145,2026-03-22 18:00:00+00,karachi,66.6,19.52,39.13,61.69,0.07,107.12,0.08,0,0,0,0,18,6,3,-0.3,2026-05-24 18:33:13.1125+00
3146,2026-03-22 19:00:00+00,karachi,66.3,19.36,38.13,61.9,0.06,107.04,0.07,0,0,0,0,19,6,3,-0.3,2026-05-24 18:33:13.445804+00
3147,2026-03-22 20:00:00+00,karachi,65.9,19.18,37.07,62.3,0.06,106.86,0.07,0,0,0,0,20,6,3,-0.4,2026-05-24 18:33:13.445804+00
3148,2026-03-22 21:00:00+00,karachi,65.4,18.96,35.87,62.58,0.06,106.77,0.07,0,0,0,0,21,6,3,-0.5,2026-05-24 18:33:13.445804+00
3149,2026-03-22 22:00:00+00,karachi,64.8,18.64,34.27,62.78,0.06,106.61,0.08,0,0,0,0,22,6,3,-0.6,2026-05-24 18:33:13.445804+00
3150,2026-03-22 23:00:00+00,karachi,63.7,18.12,32.23,62.75,0.06,106.48,0.08,0,0,0,0,23,6,3,-1.1,2026-05-24 18:33:13.445804+00
3151,2026-03-23 00:00:00+00,karachi,62.1,17.38,29.83,62.82,0.06,106.53,0.09,0,0,0,0,0,0,3,-1.6,2026-05-24 18:33:13.445804+00
3152,2026-03-23 01:00:00+00,karachi,60,16.38,27.04,63.31,0.06,106.76,0.09,0,0,0,0,1,0,3,-2.1,2026-05-24 18:33:13.445804+00
3153,2026-03-23 02:00:00+00,karachi,57.6,15.24,24.15,63.57,0.06,107.29,0.08,0,0,0,0,2,0,3,-2.4,2026-05-24 18:33:13.445804+00
3154,2026-03-23 03:00:00+00,karachi,55.4,14.17,21.58,63.4,0.07,107.67,0.08,0,0,0,0,3,0,3,-2.2,2026-05-24 18:33:13.445804+00
3155,2026-03-23 04:00:00+00,karachi,53.1,13.08,19.3,62.53,0.07,108.18,0.07,0,0,0,0,4,0,3,-2.3,2026-05-24 18:33:13.445804+00
3156,2026-03-23 05:00:00+00,karachi,51.1,12.14,17.52,61.24,0.06,108.79,0.07,0,0,0,0,5,0,3,-2,2026-05-24 18:33:13.445804+00
3157,2026-03-23 06:00:00+00,karachi,47.9,11.5,16.38,59.66,0.04,109.15,0.07,0,0,0,0,6,0,3,-3.2,2026-05-24 18:33:13.445804+00
3158,2026-03-23 07:00:00+00,karachi,45.7,10.97,15.53,57.81,0.04,109.38,0.07,0,0,0,0,7,0,3,-2.2,2026-05-24 18:33:13.445804+00
3159,2026-03-23 08:00:00+00,karachi,43.8,10.51,14.92,55.76,0.03,109.31,0.07,0,0,0,0,8,0,3,-1.9,2026-05-24 18:33:13.445804+00
